review,rating,sentiment,source,category
"Produk sesuai harga,,,,semoga bisa awet...............",5.0,positive,owned_shopee,shopee_speaker_bluetooth
"Warna:04
Tekstur:lembut

Barang oke, harga oke, pengiriman oke, paking oke",5.0,positive,owned_shopee,shopee_blushon
"Kenyamanan aplikator:bagus
Intensitas:bagus
Ketahanan:bagus

terimakasih paket sudah sampai dengan aman dan cepat",5.0,positive,owned_shopee,shopee_mascara
 Kualitas produk sangat baik Harga produk sangat baik Kecepatan pengiriman sangat baik packing sangat baik,5.0,positive,owned_shopee,shopee_blushon
"Pengemasan dn pengiriman cepat, baru order kmrn hari ini ud sampe.. Sukaaaaaa bgt sm ikat pinggangnya.. Makasiihh ?",5.0,positive,owned_shopee,shopee_ikat_pinggang
"Alhamdulillah baru pertama kali beli ditoko ini dan amanah. Barangnya datang dengan selamat, ga rusak, bisa dipakai. Pengemasan juga aman ",5.0,positive,owned_shopee,shopee_setrika
ok,5.0,positive,owned_shopee,shopee_headset
"Bagusss bangettttt luvvvv, pokokknyaaa recommendedddd bangettttt ??????????????????????????????????",5.0,positive,owned_shopee,shopee_masker
"Maakaaaasih kaaaaaaak 
Baaaraaaang sudaaaaah daataaaaaaaaang
Lengkaaaaaap banget barangnya ",5.0,positive,owned_shopee,shopee_blushon
"Barangnya nyampe dengan selamat. Overall bagus gak ada yang cacat, pengirimannya pun cepat, penjual merespon dengan baik ketika saya tanya di chat. 

Speaker bluetooth belum saya coba jadi belum tau bagaimana nanti suaranya.

Sukses terus robot. 

Semoga selalu amanah dalam menjual barang elektronik",5.0,positive,owned_shopee,shopee_speaker_bluetooth
"Thankyou kak, reseller nya baik banget ramah lagi? barang sdh sampai dengan selamat cara bungkusnya rapi aman banget",4.0,positive,owned_shopee,shopee_mascara
"Suaranya bagus , harga sgini trmsuk murah. Semoga awet. Packing dan pengiriman cepat",5.0,positive,owned_shopee,shopee_headset
"Kabelnya bagus banget, warnanya juga mantap. Dicoba ke handphone langsung berfungsi dengan baik. Semoga bisa tahan lama aja deh. Terimakasih?",5.0,positive,owned_shopee,shopee_charger
"Warna:pucat
Tekstur:halus
Ketahanan:tidak tahan

Padahak digambar warna agak terang tiba dtg warna pucat",4.0,positive,owned_shopee,shopee_lipstick
"Barang diterima dengan baik.

Packing Rapih di kasih bantalan pula biar gak rusak pas bantingan saat pengiriman.

Recommended seller...Dari Bandung Kiriman reguler ke Jakarta Cuma 2 hari. 

Bisa Bayar Cod juga.

Kulaitas Suara & Bass nya mantap tidak usah diragukan lagi.",5.0,positive,owned_shopee,shopee_speaker_bluetooth
Bagusssss bangettttttttttt dongggggggg parahhhhhhhhhhhhhhh,5.0,positive,owned_shopee,shopee_ikat_pinggang
"Harga:Muraaah banget
Bahan:Bagusss
Kualitas:Okeee banget

Sumpah sebagus itu maskernya bahannya juga tipis muraaah lagii.. ga tau udah keberapa kali beli disini",5.0,positive,owned_shopee,shopee_masker
"Mantap lamgsung semriwing.. gak ada yang kurang, cuman ada yg retak sedikit ya maklum gak ada bablewrap nya",5.0,positive,owned_shopee,shopee_kipas
"Pesanana sudah sampai dengan baik, suara jernih, micnya juga jernih, terimakasih",5.0,positive,owned_shopee,shopee_headset
Puas banget murah tapi mewahhhhhh cocok banget utk kerjaaaaaq pkonya puasssssssss,5.0,positive,owned_shopee,shopee_kacamata
Brngnya sdh diterima dan sampai dengan selamat tdk ada yg rusak.. Kipasnya berfungsi dngan baik.. Pengemasan dan pengirimannya sangat lama sekali ?????,4.0,positive,owned_shopee,shopee_kipas
"Kenyamanan aplikator:good
Intensitas:good
Ketahanan:good

Ini tuh kita kumpulkan tiket dulu kan di TTA ok",5.0,positive,owned_shopee,shopee_mascara
barang top banget pokoknya,5.0,positive,owned_shopee,shopee_kipas
Barang berfungsi dgn baik dan sesuai gambar.. terimakasih ?,5.0,positive,owned_shopee,shopee_lipstick
"Warna:ok
Tekstur:ok
Ketahanan:ok

Kualitas produk baik, harga sangat baik..
pengiriman cepat
recommended pokok nya",5.0,positive,owned_shopee,shopee_lipstick
"Kenyamanan aplikator:nyaman saat dipakai
Intensitas:baik
Ketahanan:gak rontok2 kalau kena air atau keringat

Pengiriman nya cepat, pengemasannya juga bagus. Udah belanja beberapa kali disini, penjualnya amanah??",5.0,positive,owned_shopee,shopee_mascara
"Warna:belum di buka juga
Pigmentasi:belum dicoba
Tekstur:belum dicoba

Seperti biasa bubble wrap tebal",5.0,positive,owned_shopee,shopee_blushon
"Ini kedua kalinya beli kipas ini disini. Mantul banget ini, tahan lama nyalanya bisa 2 jam-an lebih. Ngecasnya gak sampe sejam juga udah full. Anginnya adem n gak berisik mesinnya. Pengennya beli banyak, tapi dibatasi shopee karena lagi promo. Thanks ya, seller.. Next time in syaa Allah beli lagi.. ",5.0,positive,owned_shopee,shopee_kipas
"Barang baguuuusssssssssssssssssssssss
Kwalitas ciamikkkkk?kkkkkkkkkkkkkkkkkkkk
Sabuknya kerennnnnnnnnnnnnnnnnnnnnnnn
Joss bangetttttttttttttttttttttttttttttttttttttttttttt
Sippp mannnnnnnnnnnnnnnnnnnnnnnnnnnn",5.0,positive,owned_shopee,shopee_ikat_pinggang
"Kenyamanan aplikator:belum coba
Intensitas:_
Ketahanan:_

Baru mau coba mudah mudahan sesuai ekspektasi, barang nya bagus original semua, thanks seller semoga amanah ??",5.0,positive,owned_shopee,shopee_mascara
Pengiriman cepet banget seriusss. Seller juga gercep bangett thank uuuu,5.0,positive,owned_shopee,shopee_ikat_pinggang
"Ahhhhh gemesss , dapet bonus juga dong , makasihhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh",5.0,positive,owned_shopee,shopee_blushon
"Mantaaaap
Barang sudah sampai.. 
Semoga awet 
Puas blanja disinii",5.0,positive,owned_shopee,shopee_kipas
Original. Semoga awet. Mantap lanjutkan. Ngetik apa lagi ya,5.0,positive,owned_shopee,shopee_charger
mmmmaaaaannntttaaaaaapppp produk berfungsi dengan baik,5.0,positive,owned_shopee,shopee_speaker_bluetooth
Produk yang belum pernah mengecewakan selama saya pakai produk aukey,5.0,positive,owned_shopee,shopee_charger
"Bellum dupasang,, belum dicoba. Barang sudah diterima dengan baik, terimakasih toko dan Shopee.",5.0,positive,owned_shopee,shopee_kipas
Gidgislududludluslyslyslusulduldlududludlhdhldluduldupdupdoudupdypdpdlhdludluuduldhldypdpusyoslydlydlydylfflydhldlydydlydlydyldykdyldylsylslysyoslydkhdlhfhlxhlxgksitsyosydodlhxlhskyyskyskyskyslyslysylsylslyslysoydupdyldyldludpudupdludludpuflhflhdlhdhldhldulduldulduldlhdlhxhlxhkxxkhdtistisrisfkskgshk,5.0,positive,owned_shopee,shopee_mascara
"Warna:lumayan
Tekstur:biasa
Pigmentasi:bagus

Murah
Bbbbbbbbbbbbbbbbbbbbbbbbbbbb",4.0,positive,owned_shopee,shopee_blushon
"Warna:tebal
Tekstur:halus
Pigmentasi:pigmented

Pengiriman cepat... sekali swatch langsung pigmented",5.0,positive,owned_shopee,shopee_blushon
"Kenyamanan aplikator:enak banget 
Intensitas:baguss
Ketahanan:top markotop

Aaaa!a sumpah ga pernah kecewa sama maybelline, bismillah di endors",5.0,positive,owned_shopee,shopee_mascara
"Warna:cakep bgt wadaw lebih ke peach orange sih 
Tekstur:ky creamy gitu ga bikin kering
Ketahanan:ga terlalu tahan

Wanginya aj nih yg gmn gt lol. 10,5k cakep dah. Hasilny lebih ke satin sih",5.0,positive,owned_shopee,shopee_lipstick
"Multi fungsi kipasnya,,,,,,,,angin sepoi sepoi,,,, lumayan gratis ongkir,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;7(;7?:$&?:6!?;&?,)??);6?,7!(7!,(&!?(6,,)&);;5??$&@@&?(:.,);:)(.;)$$?;)$?;;,$&@!?(,?$&&!!?bcgbxfhddgvjjcdhkohcdhndgjvducdghjfgjfjfuhxgjvh",4.0,positive,owned_shopee,shopee_kipas
"pengemasan cepat , pengiriman juga cepat banget, mesen siang, nyampe siang besoknya",5.0,positive,owned_shopee,shopee_blushon
"Warna:sangat cantik
Tekstur:ringan
Pigmentasi:sangat glow

sukak bangettttttt 
terimakasih ",5.0,positive,owned_shopee,shopee_blushon
"Bagusss bangettttttttt tauuuu warnanya, cantik warnanya. Dann oengirimannya juga cepet. rekomen pokoknya",5.0,positive,owned_shopee,shopee_blushon
"Kacamata lumayan bagus, ya pantas lah buat harga segitu.  Pengiriman juga rapih dan cepat",5.0,positive,owned_shopee,shopee_aksesoris
dapet free gift !!! thank youuuu order kemarin sehari udah sampe mantappp,5.0,positive,owned_shopee,shopee_blushon
"warna sesuai sama yang aku mauu, sukaaaa bangettttttttttt
pengiriman barang cepat ?
packing super aman ?
terimakasihh bakal belanja disini terus kyk nya ?",5.0,positive,owned_shopee,shopee_concealer
"Warna:bgs
Tekstur:bgs iii
Pigmentasi:bgs

Lt2 yg blm byr card ditunggu
Ana bicycel
Meri rider
Trimakasih",5.0,positive,owned_shopee,shopee_blushon
"Barang sudah sampai, tapis sy agak kecewa baru pertama beli alat kosmetik tp tidak sesuai di gambar harus nya 3-11 warna ini kok cuma 1 warna kakak... Semoga lebih teliti membeli, semoga Mitra Shope lebih mengedepankan kualitas dan iklan yg sesuai produk",5.0,positive,owned_shopee,shopee_blushon
"Warna:natural banget ngga kayak habis ditonjokini
Tekstur:kayak blush on pada umumnya
Pigmentasi:karena ini blush on jadi pigmentasinya yah ngga terlalu, tapi bagus

Blush on aku pake buat eyeshadow karena biar keliatan lebih natural aja ngga mencolok banget dan ini bagus banget",5.0,positive,owned_shopee,shopee_blushon
Bagusss ? sukaa jugaaa??? suarnya lumayan kenceng yaaa? tpi gppalh?????,5.0,positive,owned_shopee,shopee_kipas
mantap,5.0,positive,owned_shopee,shopee_kipas
Terima kasih pesanan sudah diterima dengan lengkap semua. Ini sudah order an yang kesenian kali dam selalu puas. Recommended ,5.0,positive,owned_shopee,shopee_daging
"Bagus, membuat bulu mata makin cantik, dan kece badaaai ?",5.0,positive,owned_shopee,shopee_mascara
Bagusss sesuai harga ngga nyesel beli disiniii lagiiiiiii,5.0,positive,owned_shopee,shopee_sendok_garpu
"Adabtor berfungsi bagus....keren, harga murah kualitas gak murahan",5.0,positive,owned_shopee,shopee_charger
 Kualitas produk sangat baik. Harga produk sangat baik. Kecepatan pengiriman sangat baik. Respon penjual sangat baik.,5.0,positive,owned_shopee,shopee_masker
"Kenyamanan aplikator:yayaya
Intensitas:yayayaya
Ketahanan:yayayaya

Hakwnsvxiemsbskdbbmhahahahahahhahihihihihijiui?ntapppppp jiwa hahahahahah bakabauvsnsksoepppsjzuzbdjnzkndidnskksbsibdknd",5.0,positive,owned_shopee,shopee_mascara
"MANTAP SIH INI DALAM SEHARI KELAR.. MESEN SIANG, SORE NYA NYAMPE??kurir nya juga baik pengemasan aman banget gaada yg cacat dan kipas angin berjalan dengan sempurna",5.0,positive,owned_shopee,shopee_kipas
"Warna:bagus
Tekstur:bagus
Pigmentasi:bagus

Gak ekspektasi bakal bagus sm implora karn murah bgt. Tp bener2 yg warna ini mirip kyk em**na yg marshmallow. Worh to buy",4.0,positive,owned_shopee,shopee_blushon
"Bagus, original.. ada segelnya..
Packing super aman, sellernya mantap deh..
Cuma warnanya gk cocok dikulitku wkwkkw.. gpp masalah buyer bukan seller iyakk ?",5.0,positive,owned_shopee,shopee_blushon
Kualitas produk sangat baik. Produk original. Packaging rapi & aman.,5.0,positive,owned_shopee,shopee_masker
"Harga:murah
Bahan:bagus
Kualitas:ok

Pengiriman sampe Tasik cepaaat, murah dan lagi free ongkir",5.0,positive,owned_shopee,shopee_masker
"Packagingnya aman bgttt, dikasih bubblre wrap dan plastik jadi bersih. Dan untuk harga murah segini kualitasnya T O P B G T dahhh, love u seller. Semoga lancar rezekinya aamiin",5.0,positive,owned_shopee,shopee_ikat_pinggang
Bagus banget cincinnya? bakal order lagi fix??,4.0,positive,owned_shopee,shopee_cincin
"Produk bagus, harga worth it, pengiriman cepat, namun suara kurang keras. 

Produk bagus, harga worth it, pengiriman cepat, namun suara kurang keras. 

Produk bagus, harga worth it, pengiriman cepat, namun suara kurang keras. ",5.0,positive,owned_shopee,shopee_speaker_bluetooth
"Warna:good
Pigmentasi:good
Kualitas:very good

Kualitas produk baik, produk ori, pigmentasi baik, harga worth it suai dgn ekspektasi, kecepatan pengiriman sangat baik, tidak mengecewakan pokonyaa:)) ",5.0,positive,owned_shopee,shopee_blushon
"mantap, garansi, angin kencang, josss pokoknyaaaaaaaaaa",5.0,positive,owned_shopee,shopee_kipas
"Bentuk produk bagus tidak cacat, exp masih lama. Semoga cocok",5.0,positive,owned_shopee,shopee_lipstick
"Warna:great!
Tekstur:good
Pigmentasi:good enough

so far so gooood!!!1!1!1 blush on nya oke sih aku coba, samar sama warna kulit. untuk lipcream juga bagusss. suma sama warnanya, cuma kirain agak nude gitu taunya lebih bold but its good",5.0,positive,owned_shopee,shopee_blushon
"Harga:sesuai
Bahan/Material:stenlis
Desain:bagus

Paket sdh sampai dg aman",5.0,positive,owned_shopee,shopee_sendok_garpu
"Kenyamanan aplikator:bagus
Ketahanan:sedang

Perih di mata, gak lentik, gak tebal kyk gapake mascara",5.0,positive,owned_shopee,shopee_mascara
"?????????? ??? ??? , ?????? ??? ???? ????? ?????? ??? ???? ?????, ?????? ???? ????? , ???? ?????? ????? ??? ??? ??? ???? ??? ?????????????^•?•^?",5.0,positive,owned_shopee,shopee_setrika
"Daya serap:baik
Tekstur:baik
Efektivitas:baik

Kualitas produk sangat baik, kecepatan pengiriman baik",5.0,positive,owned_shopee,shopee_mascara
"Warna:natural 
Tekstur:baik
Pigmentasi:cepat keliatan

Hadiah beli wardah uv shield, lumayan bangeeeeeeet.......padahal kalau beli harganya mehong juga lho",5.0,positive,owned_shopee,shopee_blushon
"Kenyamanan aplikator:nyaman ga ngegumpal
Intensitas:ok
Ketahanan:tahan lama 

Bagus recommended ?",5.0,positive,owned_shopee,shopee_mascara
"nyampenya cepet bgt, cuma sehari lgsg dateng. packingnya aman jg pake bubblewrap. cuma sabuknya nggak selebar yg saya kira. tp sesuai kok sm deskripsinya, saya aja yg gak baca lgsg. untuk yg baru mau beli, pastiin baca deskripsinya ya! biar gak kayak saya wkwk",5.0,positive,owned_shopee,shopee_ikat_pinggang
"Warna:warnanya bagus 
Tekstur:ringan dibibir
Ketahanan:tahan lama

Suka dgn produk ini , cuma akunya aja salah pilih warna?....kapan2 mau order lagi",5.0,positive,owned_shopee,shopee_lipstick
"Untuk harga semurah itu, gosokan nya bagus. Tapi gak terlalu panas, jadi lumayan lama rapinya. Tapi worth it banget , juga puas banget sama packingan dan pengiriman yg cepat. Thank maspion",4.0,positive,owned_shopee,shopee_setrika
"Alhamdulillah barang diterima dengan baikkk, harga okeee kualitas okee, pengirman cepett, lopyuuu????",5.0,positive,owned_shopee,shopee_blushon
"Barang sdh diterima, pengemasan standart, pengiriman dr kurir muter2 krn salah sortir, untuk harga lumayan murah krn flash sale, utk brg belum dicoba semoga bisa dan awet",4.0,positive,owned_shopee,shopee_flashdisk
"Ikat pinggang nya panjang lumayan loh, harga nya ya oloh masa 2ribuan murah kebangetan banget. Next order warna coklat deh..kebetulan ada dress yang available buat pake obi..thx ya min. Thx shopee",5.0,positive,owned_shopee,shopee_ikat_pinggang
"Kenyamanan aplikator:sangat nyaman 
Intensitas:sangat baik
Ketahanan:tahan lama

Kualitas produk sangat baik",5.0,positive,owned_shopee,shopee_mascara
"Harga:murah
Bahan/Material:tebal
Desain:bagus

Bagus banget sendoknya, bahannya juga tebal, produk sangat memuaskan ?",5.0,positive,owned_shopee,shopee_sendok_garpu
Sudah sampai pesanannya...lengkap dan cepat...?????,5.0,positive,owned_shopee,shopee_masker
"Warna:sesuai pesenan
Pigmentasi:padet mudah di aplikasikan
Kualitas:bagus",5.0,positive,owned_shopee,shopee_blushon
"sesuai pesanan, buat adek dia suka, bahan bagus harga terjangkau, terimakasih",5.0,positive,owned_shopee,shopee_sepatu_kulit
"Maaf tidak pake foto asli,, barangnya cpt bgt smpe nyaa, aman juga pengemasan nya tapi saya pesan hitam, kenapa yg dateng kaya birdong gituu, mohon di cek lagi sebelum kirim barang? ",5.0,positive,owned_shopee,shopee_speaker_bluetooth
Ah mantap ??,5.0,positive,owned_shopee,shopee_kipas
"Barangnya bagus, sesuai gambar, pengirimannya juga cepat?? terima kasih banyak????",5.0,positive,owned_shopee,shopee_ikat_pinggang
"datang dengan selamat dan berfungsi dengan baik. Hanya saja kekurangannya, ada 2 buku petunjuk tetapi isinya kurang jelas dan berbeda penjelasannya. Inpodsnya kurang nyaman dipakai kalau dalam jangka waktu yang panjang dan kalau mungkin agar bassnya bs ditingkatkan.",4.0,positive,owned_shopee,shopee_speaker_bluetooth
Alhamdulillah pesan samapai cepat..  Lancar. Cepat. Layanan baik. Good. Job.. Cocok.  Nyaman. Adem. Joss. Baik. Huss. Huss.. Huss. Guss. JzbxjznzjzNjzxbsjanjznzkxnxzjnxnznxkssknznxbxjzjznxjxjdndbcjsbxvxbananssnnxnxnxnxbxnxnxnxnxjdhdbdhdhxjsamkakxbcjznxnzbxbxjzjxbhxksbxgxgajabgxhsjsbzjsbzjznkajxjsbxj,4.0,positive,owned_shopee,shopee_pakaian_wanita_done
"Sendok garpunya ok banget real pic,...
Pengiriman cepet engga nyesel beli dsini??????
Makasih buat seller,kurir ma shopeeeee",5.0,positive,owned_shopee,shopee_sendok_garpu
"Harga:sangat terjangkau
Kualitas:bagusss 
Ketajaman:tajamm

Lucuu banget pisau setnya?",5.0,positive,owned_shopee,shopee_pisau_dapur
Pengirimannya cepet.. Bahannya bagus.. tapi sayang rell beltnya kurang panjang. Jadi harus dirombak,5.0,positive,owned_shopee,shopee_ikat_pinggang
"Produk recommended, seller ramah, pengiriman cepat??????",5.0,positive,owned_shopee,shopee_sepatu_kulit
Barang ready Sesuai pesanan semua makasih kakak likeeeeeeeeeeeeeeeeeeeeeee,5.0,positive,owned_shopee,shopee_blushon
"Produk sesuai gambar packing rapi pengiriman cepat, terimakasih seller",5.0,positive,owned_shopee,shopee_blushon
"Puas , Produk Oke . Tidak Mengecewakan . Next bakal Order Lagi",5.0,positive,owned_shopee,shopee_blushon
"Barang nya bagus ok banget
Barangnya juga cepet banget nyampenya
",5.0,positive,owned_shopee,shopee_setrika
"pengiriman cepat, belom diliat si barangnya, soalnya punya tante saya. ntar kalo misalkan udah dibuka sama pemiliknya, saya kasih nilai lagi hehe. harga murah, soalnya saya juga lagi gabanyak uang buat beli macem2, jadi pas deh di kantong hehe. sengaja fotonya blur biar ga keliatan alamat saya?",5.0,positive,owned_shopee,shopee_kacamata
"Warna:goo
Tekstur:good
Ketahanan:good",5.0,positive,owned_shopee,shopee_lipstick
"Warna:cukup baik
Tekstur:padat
Pigmentasi:cukup baik

belii sunscreen free blush on ini,kayaknya cukup bagussss ya overall sih ok ok aja menurut ku",5.0,positive,owned_shopee,shopee_blushon
Barang sempurna tidak ada yg kurang ,5.0,positive,owned_shopee,shopee_meja
"Mantaapppppppp
Recomenndeddddddddddd
Semoga memuaskaaaamnnnnmmmmmmmmmmmmmmm
Luppppphhhhhhhhhhhhhhhhhhhhhhhhh",5.0,positive,owned_shopee,shopee_concealer
"Nyaman digunakan, wrnany pigmented, than lama, brand makeup terfavorit ???",5.0,positive,owned_shopee,shopee_mascara
"Warna:bagus
Tekstur:bagus
Ketahanan:bagus 

Suka sekali pake jupon, awet bagus dan nyaman dipakai",4.0,positive,owned_shopee,shopee_lipstick
"Bahan:lembut
Kualitas:bagus
Efektivitas:baik

Bahan lembut,kualitas baik,lembut dipakai,tidak mudah rontok cm agak kecewa dg jasa pengirimannya krn dilempar ke pintu smp bunyi,untung bukan barang pecah belah pdhl orang rumah baru mau keluar,gak sabaran bgt jasa pengirimannya",4.0,positive,owned_shopee,shopee_blushon
"Kualitas baik original
Pengemasan cukup cepat dan sangat aman
Pengiriman cukup cepat
Terima kasih",5.0,positive,owned_shopee,shopee_blushon
"Alhamdulilah sampai,bahan asli canvas, handlenya dari plastik but harganya terjamin..semoga suami suka jugaa aamiinn,thanks seller",5.0,positive,owned_shopee,shopee_ikat_pinggang
"Harga:murah
Bahan:baik
Kualitas:bagus

MASKER DUCKBILL merupakan masker penutup wajah yang digunakan untuk menutup hidung dan mulut. Produk ini digunakan untuk mencegah penularan penyakit",5.0,positive,owned_shopee,shopee_masker
Pokoknya kerennnnnnn ,5.0,positive,owned_shopee,shopee_aksesoris
"Makasih banyak yahhh,dapet harga yg murah bangettttttttttt",5.0,positive,owned_shopee,shopee_ikat_pinggang
Alhamdulillah paketnya sudah sampai di tangaaan yeaaaaayyyyyyy terimakasihhh banyak semoga bermanfaat dan bisa digunakan dengan baik huhuhuhuuuuuhuh packingnya aman dan nyaman dipakai,5.0,positive,owned_shopee,shopee_kipas
bagus,5.0,positive,owned_shopee,shopee_setrika
"Alhamdulillah hari ini paket udah datang dengan aman. Sepatunya menurutku bagus, jahitannya rapi, juga bahannya tebal??. Semoga saja bisa awet sampai lama?. Saran aku sih kalau mau pesen sizenya dinaikin satu biar pas,ini aku pesen size 28 agak sempit sedikit, tpi msih aman bisa dipakai kok?",5.0,positive,owned_shopee,shopee_sepatu_kulit
"Kenyamanan aplikator:enakk
Intensitas:tahan lamaa
Ketahanan:tahan lamaa

Barangnya baguss pembelian keduaa topp loreal",5.0,positive,owned_shopee,shopee_mascara
Alhamdulillah paket da mendarat dengan baik pengiriman cepat banget,5.0,positive,owned_shopee,shopee_masker
Warnanya cantip bgt???,5.0,positive,owned_shopee,shopee_blushon
"Harga: super muraahh
Bahan:suoer lembutt nyamaann
Kualitas: baguusss",5.0,positive,owned_shopee,shopee_masker
"Kenyamanan aplikator:ringan
Intensitas: cair
Ketahanan:belum dicoba

Sukakk???????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????",5.0,positive,owned_shopee,shopee_mascara
??????????????????????????????Mantul. ????????????????????????,5.0,positive,owned_shopee,shopee_setrika
Bagus banget,5.0,positive,owned_shopee,shopee_kipas
"Bagus, barangnya bagus sekali. ngebass juga, pengiriman lumayan cepat. pokonya mantap dahhh. kalian musti beli disini pokonya",5.0,positive,owned_shopee,shopee_speaker_bluetooth
"Daya serap:bagusss
Efektivitas:baikkk
Kenyamanan:mantap

Enak bgttt harummm dan cepat keringggg",5.0,positive,owned_shopee,shopee_masker
Barang sesuai pesanan.... Pengiriman cepattt namun proses pelapaknya yang lamaaa... Semuanya bagus xixkgxitxigcgictudtucblivycgicuov jfxgkcutxiyviydutfyisrucyi,4.0,positive,owned_shopee,shopee_kacamata
Baguss si tapi gk ad batre sma charger nya aneh banget sihh kok gtu y,5.0,positive,owned_shopee,shopee_kipas
"Beltnya bagus, harganya sangat terjangkau baguslah pokoknya",5.0,positive,owned_shopee,shopee_ikat_pinggang
"Warna:coooooocccccccccokkkkkkkkkkk
Tekstur:apikkkkkkkkk
Ketahanan:laaaamaaaaaaaa

Bagus sskali maatteeee",5.0,positive,owned_shopee,shopee_lipstick
"Warna:oke
Tekstur:ok
Ketahanan:oke

Okeee pengiriman cepat krna tetangga kota hehee",5.0,positive,owned_shopee,shopee_lipstick
"Daya serap:cucok
Efektivitas:bagus
Kenyamanan:enak banget di pake

Ini beli udh yang ke sekian kali nya emang bagus banget",5.0,positive,owned_shopee,shopee_masker
"Pengirimann cepat, respon penjual juga cepat, kualitas daging bagus.. bakalan repeat order ?",5.0,positive,owned_shopee,shopee_daging
"Harga:murah
Daya listrik:kecil
Kualitas:bagus

Zuzur ini kece bgt sih, harga murah tapi nyala lampu terang banget aku sih suka ya. Terimakasih seller dan abang kurir sudah setia mengirim barang ke rumah aku. Aku cinta kalian",5.0,positive,owned_shopee,shopee_meja
alhamdulillah udah datang sabuknya tidak ada yang kurang don?maaf vidio dan foto dicampur barang yang lain biar sekalian hehe,5.0,positive,owned_shopee,shopee_ikat_pinggang
"Warna:good
Tekstur:good
Pigmentasi:good

Okeh semuanya pengemasan ya aja yg agak kurang",5.0,positive,owned_shopee,shopee_blushon
 Kualitas produk sangat baik. Produk original. Harga produk sangat baik.sangat menghargai packaging yg aman dan rapi ,5.0,positive,owned_shopee,shopee_blushon
"AMAN terkendali.. pasangnya gampang. Udah pake merk ini dr lama sih. Mudah2an awet.. 
Terimakasih. Saller responsif dan cepat sampai. Semoga teman saya dan suaminya sukaa ???",5.0,positive,owned_shopee,shopee_kipas
Baguss sih untuk harga segituu..  Tidak mengecewakann..  Trimss,5.0,positive,owned_shopee,shopee_sepatu_kulit
"Yeay sampe barang nya cepet bngt bru kmrn pesen skrng udh dateng, angin nya berasa, packing nya jg pke buble wrap pokok nya bakal beli lg disini",5.0,positive,owned_shopee,shopee_kipas
Gilaaa Secinta itu Ama maskara inii bikin bulu mata jadi baday bgt kaya make extension ,5.0,positive,owned_shopee,shopee_mascara
Belom dicoba semoga dagingnya fresh dan enak. Packing safety. Pengiriman lumayan cepat.,5.0,positive,owned_shopee,shopee_daging
bagus sihhh untuk harga segitu..packing juga aman dan rapihh..terima kasih  kakak..dapetnya pas harga diskon hihihi..,5.0,positive,owned_shopee,shopee_sendok_garpu
"Barang nya udah nyampe Alhamdulillah lengkap, cepet lagi nyampenya",5.0,positive,owned_shopee,shopee_mascara
"Bagus tapi kecill ikat pinggangnya????
",4.0,positive,owned_shopee,shopee_ikat_pinggang
Keren keren keren keren keren keren keren keren keren keren keren keren keren keren keren keren keren keren keren keren keren keren keren keren keren keren keren keren keren keren keren keren keren keren keren keren keren keren keren keren keren Keren keren keren keren keren keren keren keren keren,5.0,positive,owned_shopee,shopee_pisau_dapur
Apa pengiriman cepet banget bagus murah best bangetttttttt,5.0,positive,owned_shopee,shopee_ikat_pinggang
"Mantap pokonamah, harus dibeli ini, kualitasnya oke bangettt",5.0,positive,owned_shopee,shopee_headset
"Alhamdulillah yang di tunggu2 sodara ku datang juga,,, bagus banget barang nya,,, packing nya jugaa rapih lah... pengiriman nyaa lumayan lah.,...thanks bngaett
Harga segitu mah murah lah dengan kualitas produk yang okee...",5.0,positive,owned_shopee,shopee_headset
"Warna:Sugarcane
Tekstur:lembut
Pigmentasi:bagus

Barangnya sudah sampai dan warnanya bagus, thank you buat seller, semoga bisa repurchase lagi lain kali, mantab bgt dehhh",5.0,positive,owned_shopee,shopee_blushon
"Sesuai pesanan, aman sampe rmh, semoga awet, terima kasih.",4.0,positive,owned_shopee,shopee_kamera
"alhamdulillah, pesanan sampai dengan aman. barang mantap, gress. pengemasan sangat rapi. produk juga recomended. setelah dicoba berfungsi dengan baik. pengiriman cepat. (maaf videonya tidak sesuai, yg penting fotonya ada) ?",5.0,positive,owned_shopee,shopee_speaker_bluetooth
Lclclcls929rkg we gw foekvovorkvlvgllglglglglglvlvgggf,5.0,positive,owned_shopee,shopee_ikat_pinggang
Mantab,5.0,positive,owned_shopee,shopee_pisau_dapur
Ini aku dapet hadiah lip cream no 405. Warnanya bagus tapi kurang cocok di bibirku yang agak gelap,4.0,positive,owned_shopee,shopee_lipstick
Produk original packingan aman gak ada yg cacat good semua deh happy banget thanks kak,5.0,positive,owned_shopee,shopee_mascara
Sukak produknya ,5.0,positive,owned_shopee,shopee_blushon
"Kenyamanan aplikator:aaaaaaaaaaaaaa bagussssssss bgtttttttttttt ,palingggggg baguuuuussssssssss",5.0,positive,owned_shopee,shopee_mascara
Barangnya  bagus pengiriman cepat respon penjual juga cepat ,5.0,positive,owned_shopee,shopee_setrika
"Oke nihh. Kualitas nya oke, harga nya terjangkau.. repurchase?? Yes tentuuu saja",5.0,positive,owned_shopee,shopee_blushon
